artist,country,genre,image_uri,uri,debut_album_year,track_name,song_uri,song_image_uri,group_size,gender
Lil Yachty,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5ebbf4a90e0755532ddfbe0fe11,spotify:artist:6icQOAFXDZKsumw3YXyusw,2016,Poland,https://p.scdn.co/mp3-preview/9d3ca9c0fb4aad8869d2bc4c2e6e6ba0675a348c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273615d6910181bc514d4c4b011,1,m
Elvis Presley,us,Pop,https://i.scdn.co/image/ab6761610000e5eb9a93e273380982dff84c0d7c,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,1956,Blue Christmas,https://p.scdn.co/mp3-preview/5c7b79aefed9c3c55ba78d8f2a5734b42c2f7cec?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273aa509be2dd24fb6c753cf292,1,m
Marília Mendonça,br,Latin,https://i.scdn.co/image/ab6761610000e5eb48623d366b07c1aa59e1b077,spotify:artist:1yR65psqiazQpeM79CcGh8,2016,Leão,https://p.scdn.co/mp3-preview/ceca57cb0ba2e944af8f2a5ef4933952571ae2cb?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273680345244dcab673f3a1389d,1,f
P!nk,us,Pop,https://i.scdn.co/image/ab6761610000e5eb7bbad89a61061304ec842588,spotify:artist:1KCSPY1glIKqW2TotWuXOR,2000,Just Give Me a Reason (feat. Nate Ruess),https://p.scdn.co/mp3-preview/48d074be732ef0f28da76861c5ccb608da3442ff?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2739d0f0d226987b449808e7b6f,1,f
Dire Straits,uk,Rock,https://i.scdn.co/image/ab6761610000e5eb4bdaa8c5e65b64f50549c393,spotify:artist:0WwSkZ7LtFUFjGjMZBMt6T,1978,Sultans of Swing,https://p.scdn.co/mp3-preview/adaf79aa57a8ce9b906f6f5ff3a99382301022a5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c5a897378c8caf5cd11935a6,4,m
Blackbear,us,R&B,https://i.scdn.co/image/ab6761610000e5eb4f7d049994ac00ed885bfbf2,spotify:artist:2cFrymmkijnjDg9SS92EPM,2015,idfc,https://p.scdn.co/mp3-preview/04a74c7a4c0636b4a7a7431b972f56e21cafaed0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2736ac1ad714f815e19c2372401,1,m
Black Eyed Peas,us,Pop,https://i.scdn.co/image/ab6761610000e5ebabab30b094128cf4c0f2cef1,spotify:artist:1yxSLGMDHlW21z4YXirZDS,1998,I Gotta Feeling,https://p.scdn.co/mp3-preview/2ea7638a8f979278f48b68c5e9e451061ffba2d7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273382514f0114ba8f4a16d5db4,4,x
DJ Khaled,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb33509c0d518064344545f35c,spotify:artist:0QHgL1lAIqAw0HtD7YldmP,2007,EVERY CHANCE I GET (feat. Lil Baby & Lil Durk),https://p.scdn.co/mp3-preview/a5c23fffc560e9a9661279daddf02fa3d8d694ff?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273dcd4d70294f17175991ba1bb,1,m
John Mayer,us,Pop,https://i.scdn.co/image/ab6761610000e5eb265ef5547ecff4dabd6352bf,spotify:artist:0hEurMDQu99nJRq8pTxO14,1999,You're Gonna Live Forever in Me,https://p.scdn.co/mp3-preview/ff38e97297ed0f332876975f2ec2ef153de4da45?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c6bfaf942ed981d5c4c922e4,1,m
Anne-Marie,uk,Pop,https://i.scdn.co/image/ab6761610000e5eb0f625b6df41bdd56196351bf,spotify:artist:1zNqDE7qDGCsyzJwohVaoX,2018,2002,https://p.scdn.co/mp3-preview/23ce3b026f6e9bdc0dd3dec5dbf4349038ed269a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27338aae75dc37fb42457866ffd,1,f
Lewis Capaldi,uk,Pop,https://i.scdn.co/image/ab6761610000e5ebea7538654040e553a7b0fc28,spotify:artist:4GNC7GD6oZMSxPGyXy4MNB,2019,Someone You Loved,https://p.scdn.co/mp3-preview/ae0a42ca5dca210cb6ddf19fc6da231a9a1788c6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,1,m
Manuel Turizo,co,Latin,https://i.scdn.co/image/ab6761610000e5ebf062dac9d2b2e8b732965599,spotify:artist:0tmwSHipWxN12fsoLcFU3B,2019,La Bachata,https://p.scdn.co/mp3-preview/ea09ef57ef07d97a69e00f326f3ab92aa9a4a3e2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c9f744b0d62da795bc21d04a,1,m
Robin Schulz,de,Electronic,https://i.scdn.co/image/ab6761610000e5eb14b12da992e6b6f8cb1bdc6c,spotify:artist:3t5xRXzsuZmMDkQzgOX35S,2014,Miss You,https://p.scdn.co/mp3-preview/5331fb98a73a8ceb6dd4206c13b7768a3facffb0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735b1bff1152ef6d402c9b75a8,1,m
Little Mix,uk,Pop,https://i.scdn.co/image/ab6761610000e5eb08cd53940cbf5813ee5fe565,spotify:artist:3e7awlrlDSwF3iM0WBjGMp,2012,Heartbreak Anthem (with David Guetta & Little Mix),https://p.scdn.co/mp3-preview/06c1a550da3bf5d10e0e665d212870d1ccd32932?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731fcd19d56ad06561b76c1665,3,f
Skrillex,us,Electronic,https://i.scdn.co/image/ab6761610000e5ebaa1ddbb49731cbc7edf55bd4,spotify:artist:5he5w2lnU9x7JFhnwcekXX,2014,Rumble,https://p.scdn.co/mp3-preview/01ba7e535baf51095a368c339f2289f5c7d34a49?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273352f154c54727bc8024629bc,1,m
BLACKPINK (블랙핑크),kr,Pop,https://i.scdn.co/image/ab6761610000e5ebc9690bc711d04b3d4fd4b87c,spotify:artist:41MozSoPIsD1dJM0CLPjZF,2018,Shut Down,https://p.scdn.co/mp3-preview/7404d0694738782399af5a518a9982f10c3ad40d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406,4,f
Machine Gun Kelly,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb1fd54eb6e30d0bc8f633621e,spotify:artist:6TIYQ3jFPwQSRmorSezPxX,2012,my ex's best friend (with blackbear),https://p.scdn.co/mp3-preview/a7884fa410c3f28341ada924b7ffd81ead810ed8?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d4d4929a3a86fe2f9fadbd42,1,m
Jack Harlow,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5ebed3a04c76cbc92b97f59c3c0,spotify:artist:2LIk90788K0zvyj2JJVwkJ,2016,First Class,https://p.scdn.co/mp3-preview/2f807d3954f04f0ec7b226159b4a23227428cba0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb,1,m
Zedd,de,Electronic,https://i.scdn.co/image/ab6761610000e5eb7bb5ab9683125fc416c9dbfb,spotify:artist:2qxJFvFYMEDqd7ui6kSAcq,2012,The Middle,https://p.scdn.co/mp3-preview/0888eaf5d30f8a58b95b6a79f3e3bdf0f4a40d72?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273fbe22d168a743b782a5e856a,1,m
Zara Larsson,se,Pop,https://i.scdn.co/image/ab6761610000e5eb0f623ae3b66b6a1277c235ae,spotify:artist:1Xylc3o4UrD53lo9CvFvVg,2017,Words (feat. Zara Larsson),https://p.scdn.co/mp3-preview/0e74416c0007afe4bc7f84e19332916449af0ee9?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738f9c368d8d0f5792ffc5d38e,1,f
$uicideBoy$,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb7c0ac3d8381968ae99ce6736,spotify:artist:1VPmR4DJC1PlOtd0IADAO0,2014,"...And to Those I Love, Thanks for Sticking Around",https://p.scdn.co/mp3-preview/7a21a9646fef779c9c278360d634b29a76ddfc72?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e2bab14ce82f78a4160376a1,2,m
David Bowie,uk,Rock,https://i.scdn.co/image/ab6761610000e5ebb78f77c5583ae99472dd4a49,spotify:artist:0oSGxfWSnnOXhD2fKuz2Gy,1967,Starman - 2012 Remaster,https://p.scdn.co/mp3-preview/2e8bf798b95dc3d0a3770c2e7c694f5a23be6455?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c41f4e1133b0e6c5fcf58680,1,m
5 Seconds of Summer,au,Pop,https://i.scdn.co/image/ab6761610000e5eb92ce1e218cb7b48386efe3d8,spotify:artist:5Rl15oVamLq7FbSb0NNBNy,2014,Youngblood,https://p.scdn.co/mp3-preview/35140b5c7f9cac1ca50c74170ff302d1dfb9b9da?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,4,m
Lenny Tavárez,pr,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb3da6d515e399ae789ef563f3,spotify:artist:1pQWsZQehhS4wavwh7Fnxd,2021,Medallo,https://p.scdn.co/mp3-preview/7430d7b1e6d0f930150d1f2e6e320f3efbcb57ff?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2730a0ee97e8ba4373476538f19,1,m
AC/DC,au,Rock,https://i.scdn.co/image/ab6761610000e5ebc4c77549095c86acb4e77b37,spotify:artist:711MCceyCBcFnzjGY4Q7Un,1976,Highway to Hell,https://p.scdn.co/mp3-preview/3589df13595d1ab1a2667db423b76c7e1e86ed73?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27351c02a77d09dfcd53c8676d0,5,m
James Arthur,uk,Pop,https://i.scdn.co/image/ab6761610000e5eb6867a4ce52401bd378bb5179,spotify:artist:4IWBUUAFIplrNtaOHcJPRM,2013,Say You Won't Let Go,https://p.scdn.co/mp3-preview/9480af44f6c7c9c8edd70d87aa74cbff5532f8ba?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27320beb61f61fcbeb33b10a9ab,1,m
Zion & Lennox,pr,Latin,https://i.scdn.co/image/ab6761610000e5ebe6cd34548bf23eb55ca44615,spotify:artist:21451j1KhjAiaYKflxBjr1,2004,Yo Voy (feat. Daddy Yankee),https://p.scdn.co/mp3-preview/b33a26b6642b727bde1e2632cdb78d8a16bd4de5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27387d3146807ad53b05a7daaac,2,m
Bob Marley,jm,Reggae,https://i.scdn.co/image/b5aae2067db80f694a980e596e7f49618c1206c9,spotify:artist:2QsynagSdAqZj3U9HgDzjD,1971,Could You Be Loved,https://p.scdn.co/mp3-preview/cd547cf59938b97baeaf33c2bb86febeaf021243?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731c40418d1c37d727e8e91b04,1,m
Joji,us,R&B,https://i.scdn.co/image/ab6761610000e5eb4111c95b5f430c3265c7304b,spotify:artist:3MZsBdqDrRTJihTHQrO6Dq,2018,Glimpse of Us,https://p.scdn.co/mp3-preview/ff2dbd24fd1b0a75789225ebec23cbc36dac35c2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273eaac2a7955f5b8967991cacb,1,m
ZAYN,uk,Pop,https://i.scdn.co/image/ab6761610000e5eb9fbf7133dfc04d4cd44ccd36,spotify:artist:5ZsFI1h6hIdQRw2ti0hz81,2016,Dusk Till Dawn (feat. Sia) - Radio Edit,https://p.scdn.co/mp3-preview/6c223c6fd87736a7efffbba3e388ef8dc91d7089?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732bdcb339402ebd78651f09c8,1,m
Clean Bandit,uk,Pop,https://i.scdn.co/image/ab6761610000e5eb7a487027eb0c10af725d5410,spotify:artist:6MDME20pz9RveH9rEXvrOM,2014,Symphony (feat. Zara Larsson),https://p.scdn.co/mp3-preview/92901d1fa989d8d974981ccef16d66d69c7332d3?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27337fb0680110fbb107740de5d,3,x
Nirvana,us,Rock,https://i.scdn.co/image/84282c28d851a700132356381fcfbadc67ff498b,spotify:artist:6olE6TJLqED3rqDCT0FyPh,1989,Smells Like Teen Spirit,https://p.scdn.co/mp3-preview/9781673a70278effbced98841341a2321e846a62?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e175a19e530c898d167d39bf,3,m
Michael Bublé,ca,Pop,https://i.scdn.co/image/ab6761610000e5ebef8cf61fea4923d2bde68200,spotify:artist:1GxkXlMwML1oSg5eLPiAz3,2003,It's Beginning to Look a Lot like Christmas,https://p.scdn.co/mp3-preview/bbeec716d16f3415c9e8fa7471a6e7eb5a454833?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732ead7786631d8dd3b59be4f0,1,m
NF,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb2ddbc93688aa74431df384ea,spotify:artist:6fOMl44jA4Sp5b9PpYCkzz,2015,Let You Down,https://p.scdn.co/mp3-preview/33b3b115129a6e4c721e6ba2e5bad419521ffa29?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cd733919ee57d0cc466e152f,1,m
Led Zeppelin,uk,Rock,https://i.scdn.co/image/207803ce008388d3427a685254f9de6a8f61dc2e,spotify:artist:36QJpDe2go2KgaRleHCDTp,1969,Stairway to Heaven - Remaster,https://p.scdn.co/mp3-preview/fc80a280376d5142c888475bd8fdcd00b4fc8d7d?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273c8a11e48c91a982d086afc69,4,m
Lil Tjay,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5ebbc1085cf5d08b85cd1836ca2,spotify:artist:6jGMq4yGs7aQzuGsMgVgZR,2019,Calling My Phone,https://p.scdn.co/mp3-preview/379d1239f67ceb2b40e333960c76fb63cd13dca2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2735af0305457ff290e06dcc4c2,1,m
Jeremih,us,R&B,https://i.scdn.co/image/ab6761610000e5eb09d815048b9b89b78b8a26ad,spotify:artist:3KV3p5EY4AvKxOlhGHORLg,2009,oui,https://p.scdn.co/mp3-preview/9a45c513cbf5082f958128bd3894823677d27779?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273262c8e955ad5c60b1d0abf53,1,m
Anitta,br,Pop,https://i.scdn.co/image/ab6761610000e5eb2f989e8722c701ba88ec5318,spotify:artist:7FNnA9vBm6EKceENgCGRMb,2013,Envolver,https://p.scdn.co/mp3-preview/258057b4f6ddd7080bb74308657f9f850a21fbc6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27396e2642422ad16661e673fa2,1,f
Nav,ca,Hip Hop,https://i.scdn.co/image/ab6761610000e5ebf276b6e4b25bb6fb7b942ab2,spotify:artist:7rkW85dBwwrJtlHRDkJDAC,2017,Some Way,https://p.scdn.co/mp3-preview/c1a76d51ea6351054a0d0cd05e43cf7741344d97?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27309641cc11bfab19e890bbf58,1,m
Alicia Keys,us,R&B,https://i.scdn.co/image/ab6761610000e5eb60649f8793fb6b2f5d5a128a,spotify:artist:3DiDSECUqqY1AuBP8qtaIa,2001,If I Ain't Got You,https://p.scdn.co/mp3-preview/95a5bddd5c989e229caf575ef420cc45a0f2fc21?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27356ff19308ebeb48e2ba6094b,1,f
Felix Jaehn,de,Electronic,https://i.scdn.co/image/ab6761610000e5eb9d02fd5cffa406d9821a2818,spotify:artist:4bL2B6hmLlMWnUEZnorEtG,2018,Call It Love,https://p.scdn.co/mp3-preview/2b484e4f7e4140996390e566ce201824ea829bd2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27369a7682e3e6d4f06be4e7606,1,m
Mariah Carey,us,Pop,https://i.scdn.co/image/ab6761610000e5eb21b66418f7f3b86967f85bce,spotify:artist:4iHNK0tOyZPYnBU7nGAgpQ,1990,All I Want for Christmas Is You,https://p.scdn.co/mp3-preview/0d3f660241b04b1e95ae43decced213696114ad0?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734246e3158421f5abb75abc4f,1,f
Playboi Carti,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb504ff11d788162fbf8078654,spotify:artist:699OTQXzgjhIYAHMy9RyPD,2017,Sky,https://p.scdn.co/mp3-preview/12053ce373a16d3329a1ed4eef8c87993c709008?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27398ea0e689c91f8fea726d9bb,1,m
The Kid LAROI.,au,Pop,https://i.scdn.co/image/ab6761610000e5eb14ea93c3a87e3bb6d30f2566,spotify:artist:2tIP7SsRs7vjIcLrU85W8J,2021,STAY (with Justin Bieber),https://p.scdn.co/mp3-preview/40a8daf1f3cbb5c6363e68de859ba4af3377344c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b4d59e6fa7e5e7cbc57ac33a,1,m
Tove Lo,se,Pop,https://i.scdn.co/image/ab6761610000e5ebf43f1646fe2bffb471b25e17,spotify:artist:4NHQUGzhtTLFvgF5SZesLK,2014,Habits (Stay High),https://p.scdn.co/mp3-preview/0191bb0c9a408ed16fb0bce45ad838377bb1da4a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273edbdf62135e9112a98bffa0c,1,f
Lil Durk,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb6a61d3a33451c301dbb8edb3,spotify:artist:3hcs9uc56yIGFCSy9leWe7,2012,Mad Max,https://p.scdn.co/mp3-preview/af896bb14d6649b3013f9991f0d06b893beb0408?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ae7a96d9d5107992d40d94c5,1,m
Meek Mill,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb238b2a30c741d42a4c91b7b7,spotify:artist:20sxb77xiYeusSH8cVdatc,2011,Going Bad (feat. Drake),https://p.scdn.co/mp3-preview/486c02a7e5dcdcd73ad3e5534f8a55610b8851e2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273cd63c5962050729d260077d6,1,m
Childish Gambino,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5eb3ef779aa0d271adb2b6a3ded,spotify:artist:73sIBHcqh3Z3NyqHKZ7FOL,2011,Me and Your Mama,https://p.scdn.co/mp3-preview/ab57c1e6e75d86d96735201c92f4e4ba12f7652c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737582716b3666a5235d5af4ea,1,m
John Legend,us,R&B,https://i.scdn.co/image/ab6761610000e5ebaed3c717bf1753ab928ea88d,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,2003,All of Me,https://p.scdn.co/mp3-preview/562e8ed1dc5bf6235895b06904358e1472bfe41c?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27394c9217a398f5174757c0c78,1,m
Luis Miguel,mx,Pop,https://i.scdn.co/image/ab6761610000e5eb6481401e529e475116702a29,spotify:artist:2nszmSgqreHSdJA3zWPyrW,1985,Ahora Te Puedes Marchar,https://p.scdn.co/mp3-preview/e4d5acbe526dc169466b8bf611fbf28ef34664d2?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27320e3b8f2b044117fe02790e1,1,m
The Neighbourhood,us,Rock,https://i.scdn.co/image/ab6761610000e5ebdf0b5ac84376a0a4b2166816,spotify:artist:77SW9BnxLY8rJ0RciFqkHh,2013,Sweater Weather,https://p.scdn.co/mp3-preview/387541e6cab7e39e27acdb2c80ae6274b1182836?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2738265a736a1eb838ad5a0b921,5,m
Camilo,co,Pop,https://i.scdn.co/image/ab6761610000e5ebc85ae756174cc69352bf6b97,spotify:artist:28gNT5KBp7IjEOQoevXf9N,2020,La Mitad,https://p.scdn.co/mp3-preview/d9b000160bb65e6438b0ea50842a917150dd407e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b4da01f3f98d18af9432e3dd,1,m
U2,ie,Rock,https://i.scdn.co/image/ab6761610000e5ebbfdf5b8c863b5f8c4519e032,spotify:artist:51Blml2LZPmy7TTiAg47vQ,1980,With Or Without You - Remastered,https://p.scdn.co/mp3-preview/50186553f40fa453b4f7663399e13bd176594d5a?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273b7bea3d01f04e6d0408d2afe,4,m
Becky G,us,Latin,https://i.scdn.co/image/ab6761610000e5eb978f96761eb3fa26b91f1fb8,spotify:artist:4obzFoKoKRHIphyHzJ35G3,2019,MAMIII,https://p.scdn.co/mp3-preview/b6ab3fd104813763f02cffc49140b7e81aa0b1d4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273518859dcb13382116f450073,1,f
Julia Michaels,us,Pop,https://i.scdn.co/image/ab6761610000e5eb2c17882893491af059fb867e,spotify:artist:0ZED1XzwlLHW4ZaG4lOT6m,2017,What A Time (feat. Niall Horan),https://p.scdn.co/mp3-preview/2b74c2a7ea50a423aa9b1ed40e45e4e14a609da4?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737e706949994bcef39b09da4e,1,f
Kesha,us,Pop,https://i.scdn.co/image/ab6761610000e5ebf271138f95fbe8188d909d50,spotify:artist:6LqNN22kT3074XbTVUrhzX,2010,TiK ToK,https://p.scdn.co/mp3-preview/61ea5def239730cb0e68ac44f114239369a31a84?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c,1,f
Hozier,ie,R&B,https://i.scdn.co/image/ab6761610000e5eb9ba4d95b74bacff4d5747f61,spotify:artist:2FXC3k01G6Gw61bmprjgqS,2014,Take Me to Church,https://p.scdn.co/mp3-preview/88f4fc892ac1521eff9fc297a4d3e47c02b1d28e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2734ca68d59a4a29c856a4a39c2,1,m
YG,us,Hip Hop,https://i.scdn.co/image/ab6761610000e5ebcca4dcb3ab73e951f6d226b9,spotify:artist:0A0FS04o6zMoto8OKPsDwY,2012,"That's My N**** (with Meek Mill, YG & Snoop Dogg)",https://p.scdn.co/mp3-preview/004f5f0d05927f74ca3968cdf37a9eb430930f05?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2732a2f776c2c91ad03ae4fbed2,1,m
Alessia Cara,ca,Pop,https://i.scdn.co/image/ab6761610000e5ebe74b7398634a741f74858dc7,spotify:artist:2wUjUUtkb5lvLKcGKsKqsR,2015,Scars To Your Beautiful,https://p.scdn.co/mp3-preview/aa3b22c24549416844691875b2de6e70c13ee902?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273d7ef1ffbd2a5821152f35ce1,1,f
Florida Georgia Line,us,country,https://i.scdn.co/image/ab6761610000e5ebaa2d9bd207a62adc3edf6631,spotify:artist:3b8QkneNDz4JHKKKlLgYZg,2012,Meant to Be (feat. Florida Georgia Line),https://p.scdn.co/mp3-preview/773b44828533fafac2eefa658ec7b88f85bec23e?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27361fe6d3a50c0beaa3cfe33e9,2,m
Green Day,us,Rock,https://i.scdn.co/image/ab6761610000e5eb047eac333eff0be4abe32cbf,spotify:artist:7oPftvlwr6VrsViSDV7fJY,1991,Basket Case,https://p.scdn.co/mp3-preview/376dab935db96e1893f5fb14059147f9399844c5?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273db89b08034de626ebee6823d,3,m
Banda MS,mx,Latin,https://i.scdn.co/image/ab6761610000e5eb27b23228e455e0929306302d,spotify:artist:2C6i0I5RiGzDKN9IAF8reh,2008,Ojos Cerrados,https://p.scdn.co/mp3-preview/a1ad7d87ee14d831657852032b4871f2cb6fa510?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273aac2dec00208d9b597a6a10f,16,m
The Killers,us,Rock,https://i.scdn.co/image/ab6761610000e5eb207b21f3ed0ee96adce3166a,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,2004,Mr. Brightside,https://p.scdn.co/mp3-preview/ce677b3ea88f416c34436d63f69bcd659e963ca7?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273ccdddd46119a4ff53eaf1f5d,4,m
Ne-Yo,us,R&B,https://i.scdn.co/image/ab6761610000e5ebca118e3822061f7b7f6bc537,spotify:artist:21E3waRsmPlU7jZsS13rcj,2006,Time of Our Lives,https://p.scdn.co/mp3-preview/98acede443c4437c1b0feed4e9aa5b6265dd35dd?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b2731e340d1480e7bb29a45e3bd7,1,m
Jorge & Mateus,br,Latin,https://i.scdn.co/image/ab6761610000e5eb1df3e178779c6a9bf8303719,spotify:artist:1elUiq4X7pxej6FRlrEzjM,2007,Pactos - Ao Vivo,https://p.scdn.co/mp3-preview/f0cc22a1e69dfd6741a09df40671930ce7ee8701?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273e78d00b0c0b97b75afbbcfb3,2,m
Radiohead,uk,Rock,https://i.scdn.co/image/ab6761610000e5eba03696716c9ee605006047fd,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,1993,Creep,https://p.scdn.co/mp3-preview/05060f1bff8a1369941bf8d880118bd496aa6fb6?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273df55e326ed144ab4f5cecf95,5,m
Feid,co,Latin,https://i.scdn.co/image/ab6761610000e5ebbf108de19539a11669610d67,spotify:artist:2LRoIwlKmHjgvigdNGBHNo,2015,Hey Mor,https://p.scdn.co/mp3-preview/528484b1a4c9257f5ed3068337725970559eb8ba?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b273125624f2e04f5a1ccb0dfb45,1,m
Guns N' Roses,us,Rock,https://i.scdn.co/image/ab6761610000e5eb50defaf9fc059a1efc541f4c,spotify:artist:3qm84nBOXUEQ2vnTfUTTFC,1987,Sweet Child O' Mine,https://p.scdn.co/mp3-preview/92ac4ba7bc8ed36373b795b5b9ffe7e37468cc4f?cid=98f79e400795491cbc5f69b713465708,https://i.scdn.co/image/ab67616d0000b27321ebf49b3292c3f0f575f0f5,5,m
